hhid,lat_dd_mod,lon_dd_mod,dist_road2,dist_popcenter2,dist_market,dist_border2,dist_admctr,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,popdensity,hybrid_V8,ssa_aez09,afmnslp_pct,srtm_1k,twi,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2018_tot,h2018_wetQ,h2018_wetQstart,qstartavg,ndvi_avg,ndvi_max,h2018_ndvi_avg,h2018_ndvi_max 
289052,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289053,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289054,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289055,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289056,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289058,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289059,6.526931055,4.651856977,7.4,34,68.3,434.7,34,270,263,1869,309,818,1455,45,313,3,41,15,3,2,1,1,1,1,1,901,457,15,1188,601,17,24,0.282,0.376,0.277,0.339
289061,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289062,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289063,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289064,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289065,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289066,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289067,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289068,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289071,6.343693788,8.005617121,6.3,39.9,41.8,6,39.9,275,259,1877,290,809,373,69,313,2,82,14,2,2,1,1,1,1,1,1506,743,18,1624,751,13,24,0.25,0.321,0.233,0.303
289072,7.223171328,4.781581265,1.7,19.9,19.4,44.6,19.9,261,244,1474,235,593,111,46,313,5,237,12,1,1,1,1,1,1,1,1072,485,16,1455,637,17,25,0.332,0.427,0.314,0.365
289073,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289074,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289076,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289077,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289080,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289081,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289082,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289083,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289084,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289088,7.284042388,5.329692456,0.4,0.4,16.1,490.6,0.4,253,235,1420,247,597,207,37,313,5,336,12,1,1,1,1,1,1,1,1083,488,15,1406,665,20,26,0.383,0.484,0.406,0.452
289097,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289098,7.09052439,4.841479058,23.1,47.6,58.4,558.8,47.6,259,242,1557,248,635,4080,7,313,4,262,15,1,1,1,1,1,1,1,1057,480,16,1469,672,17,26,0.343,0.451,0.377,0.445
289102,7.284042388,5.329692456,0.4,0.4,16.1,490.6,0.4,253,235,1420,247,597,207,37,313,5,336,12,1,1,1,1,1,1,1,1083,488,15,1406,665,20,26,0.383,0.484,0.406,0.452
290001,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290002,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290003,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290005,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290006,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290007,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290008,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290009,7.826473505,4.603201238,1.5,6.9,53.6,140.8,6.9,258,245,1259,208,512,1657,35,313,4,366,12,1,1,1,1,1,1,1,1242,579,18,1358,693,13,24,0.359,0.46,0.291,0.328
290010,7.756345694,4.549481695,10.6,11.7,43.2,139.9,11.7,262,249,1237,201,502,6278,17,313,4,308,12,1,1,1,1,1,1,1,1210,564,17,1317,684,13,25,0.356,0.466,0.275,0.313
290031,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290032,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290033,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290034,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290035,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290036,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290037,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290038,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290039,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290040,7.752683349,4.554025176,3.3,3.5,50.8,133.5,3.5,262,249,1239,201,502,6110,28,313,4,312,14,1,1,1,1,1,1,1,1209,563,17,1325,685,13,24,0.357,0.469,0.281,0.315
290042,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290043,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290044,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290045,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290046,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290047,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290048,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290049,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290050,7.846303009,4.522266168,4.5,11.1,118.9,450.6,11.1,262,250,1252,203,505,2602,10,313,4,315,13,1,1,1,1,1,1,2,1239,587,17,1309,660,13,24,0.329,0.413,0.258,0.314
290071,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290072,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290073,7.818894625,4.56016535,1.1,10.1,10.3,161,10.1,260,247,1254,205,508,656,22,313,4,344,13,1,1,1,1,1,1,1,1234,579,17,1309,682,13,25,0.352,0.45,0.27,0.305
290074,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290075,7.256724703,5.182723681,1.4,1.5,15.2,491.8,1.5,253,236,1455,248,604,7024,13,313,3,348,13,1,1,1,1,1,1,1,1070,481,15,1448,692,20,26,0.342,0.442,0.28,0.337
290077,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290078,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290079,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290080,7.908579256,4.687354344,2.6,17.2,19.6,166.1,17.2,257,243,1263,215,519,2047,79,313,6,408,14,1,1,2,1,1,1,2,1310,619,19,1366,689,13,24,0.334,0.431,0.255,0.286
290081,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290082,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290083,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290084,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290085,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290086,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290087,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290088,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290089,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290090,7.497393727,4.537697349,1.9,16.1,15.1,163.7,16.1,262,249,1331,210,521,1039,5,313,4,258,17,1,1,1,1,1,1,2,1104,509,15,1342,698,13,24,0.319,0.422,0.226,0.295
290171,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290172,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290173,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290176,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290177,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290178,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290179,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
290180,7.358931819,4.395022499,1.6,25.8,91.6,240,25.8,266,260,1370,207,537,76,51,313,3,179,14,1,1,1,1,1,1,1,1091,502,15,1190,536,13,26,0.359,0.456,0.298,0.396
299001,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299004,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299005,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299006,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299007,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299008,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299009,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299010,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299011,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299012,7.924736671,4.668896034,1.7,17.1,16.7,167.1,17.1,257,243,1261,214,518,3105,6,313,6,399,14,1,1,3,1,1,1,3,1307,617,19,1384,693,16,24,0.321,0.412,0.236,0.268
299013,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299014,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299015,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299017,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299018,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299020,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299022,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299023,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299024,7.643310589,4.719678994,1.3,0.6,51.4,193,0.6,257,243,1306,215,525,2283,70,313,4,373,13,1,1,1,1,1,1,2,1199,551,17,1320,623,13,23,0.306,0.405,0.227,0.322
299025,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299027,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299028,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299029,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299030,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299032,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299033,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299034,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299035,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
299036,7.869845057,4.465834222,11.7,20.2,60.3,210,20.2,259,246,1260,206,508,3175,39,313,5,365,12,1,1,2,1,1,1,2,1233,584,17,1275,600,18,25,0.331,0.42,0.296,0.373
300011,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300012,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300013,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300014,7.461956853,3.988796739,5.8,23.5,34.3,535.7,23.5,264,256,1301,189,506,620,51,313,4,227,13,1,1,1,1,1,1,1,1018,472,15,1218,522,13,24,0.317,0.413,0.249,0.312
300016,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300017,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300018,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300019,7.399178711,3.91948742,0.6,21.5,20.1,496.6,21.5,263,255,1317,188,517,17351,0,313,6,227,13,1,1,1,1,1,1,1,978,464,15,1172,547,17,25,0.296,0.376,0.201,0.258
300020,8.158337638,4.250034108,2,25.5,35.4,535.9,25.5,261,247,1218,214,496,3313,0,313,4,349,18,1,1,2,1,1,1,2,1166,564,16,1287,627,20,24,0.263,0.347,0.242,0.31
300035,7.60483106,3.463359159,2.5,3.1,37.6,472.8,3.1,266,259,1188,174,467,640,56,313,10,207,12,1,1,2,1,1,1,2,956,457,14,1083,486,23,25,0.318,0.405,0.352,0.413
300036,7.546855989,3.539210503,7.5,32.5,41.3,102.6,32.5,270,263,1200,173,475,119,0,313,3,161,12,1,1,1,1,1,1,1,980,468,14,1160,517,23,26,0.344,0.439,0.364,0.412
300037,7.546855989,3.539210503,7.5,32.5,41.3,102.6,32.5,270,263,1200,173,475,119,0,313,3,161,12,1,1,1,1,1,1,1,980,468,14,1160,517,23,26,0.344,0.439,0.364,0.412
300038,7.546855989,3.539210503,7.5,32.5,41.3,102.6,32.5,270,263,1200,173,475,119,0,313,3,161,12,1,1,1,1,1,1,1,980,468,14,1160,517,23,26,0.344,0.439,0.364,0.412
300040,7.530909351,3.458990216,5.2,80.1,105,12.8,80.1,271,264,1190,172,473,242,37,313,3,144,13,1,1,2,1,1,1,2,970,469,14,1142,509,23,25,0.329,0.42,0.336,0.38
300091,7.373553915,3.989005857,27.3,80.9,28.6,29.2,80.9,264,257,1330,191,526,5524,41,313,4,207,13,1,1,1,1,1,1,1,1009,467,15,1309,576,17,26,0.335,0.431,0.267,0.334
300092,7.373553915,3.989005857,27.3,80.9,28.6,29.2,80.9,264,257,1330,191,526,5524,41,313,4,207,13,1,1,1,1,1,1,1,1009,467,15,1309,576,17,26,0.335,0.431,0.267,0.334
300093,8.981335692,7.560661686,0.3,17.5,118,298.6,17.5,260,243,1387,283,794,2654,32,313,4,432,12,1,1,1,2,1,1,1,1298,690,18,1165,554,19,25,0.336,0.427,0.238,0.315
300094,7.373553915,3.989005857,27.3,80.9,28.6,29.2,80.9,264,257,1330,191,526,5524,41,313,4,207,13,1,1,1,1,1,1,1,1009,467,15,1309,576,17,26,0.335,0.431,0.267,0.334
